account_no,customer_name,branch_id,branch_name,brand,model_code,vehicle_category,gross_principal_amount,down_payment,principal_loan_amount,term_years,term_months,factor_rate,total_payable,monthly_amortization,current_term,remaining_terms,term_progress_ratio,monthly_income,dti_ratio,employment_type,residential_ownership,length_of_stay_years,marital_status,dependents_count,payment_method_preference,behavioral_archetype,ci_negative_flags,has_phone_bounce,rebate_streak,late_penalty_streak,overdue_count,partial_payment_ratio,on_time_reliability,current_status,total_paid_gross,total_penalties_paid,total_paid_net,principal_paid,remaining_principal,total_arrears,early_settlement_amount,early_savings,buyout_propensity,will_default_90d,early_settlement_target
ACC-2024059,"Navarro, Maricel",1,LALA,KAWASAKI,ROUSER NS125,Sport Backbone,80500.0,9200.0,71300.0,2,24,1.48,105524.0,4396.83,6,18,0.25,107100.0,0.041,OFW Remittance / Seafarer Family,Owned (Clean Land Title),10.1,Married,0,GCash / Maya,PRIME_CONSISTENT,0,0,6,0,0,1.0,0.997,active,26380.98,0.0,26380.98,17824.99,53475.01,0.0,67378.51,11764.5,LOW,0,0
ACC-2024060,"Mercado, Marilou",2,KAPATAGAN,SUZUKI,SMASH 115,Underbone,65400.0,11800.0,53600.0,3,36,1.72,92192.0,2560.89,18,18,0.5,49700.0,0.052,Micro-Business / Sari-Sari / Eatery Owner,Living with Parents / Family Compound,18.2,Married,2,Cash at Counter,PRIME_CONSISTENT,0,0,5,0,0,1.0,0.961,active,46096.02,0.0,46096.02,26800.01,26799.99,0.0,39663.99,6431.99,LOW,0,0
ACC-2024061,"Reyes, Jerome",2,KAPATAGAN,YAMAHA,NMAX 155,Maxi-Scooter,148900.0,16400.0,132500.0,3,36,1.72,227900.0,6330.56,29,7,0.806,52800.0,0.12,Government / Public Teacher / Uniformed,Rented House / Apartment,18.3,Married,3,GCash / Maya,PRIME_CONSISTENT,1,0,2,1,0,0.98,0.88,active,179914.52,200.0,179714.52,104485.19,28014.81,0.0,48185.47,0.0,LOW,0,0
ACC-2024062,"Castillo, Grace",2,KAPATAGAN,HONDA,PCX160,Maxi-Scooter,138000.0,29800.0,108200.0,1,12,1.26,136332.0,11361.0,1,11,0.083,23300.0,0.488,Tricycle / Habal-Habal / Courier Driver,Informal Settler / Mortgaged / Tenant,6.5,Married,3,Bank Transfer,CHRONIC_OVERDUE,0,0,0,4,2,0.62,0.424,delinquent,7043.82,800.0,6243.82,4955.41,103244.59,23122.0,130088.18,0.0,LOW,0,0
ACC-2024063,"Navarro, Aileen",3,TUBOD,SUZUKI,BURGMAN STREET 125,Maxi-Scooter,81900.0,13100.0,68800.0,2,24,1.48,101824.0,4242.67,22,2,0.917,76700.0,0.055,BPO / Tech / Remote Specialist,Owned (Clean Land Title),4.4,Married,3,Cash at Counter,PRIME_CONSISTENT,1,0,20,0,0,1.0,0.946,active,93338.74,0.0,93338.74,63066.72,5733.28,0.0,8485.25,0.0,MEDIUM,0,1
ACC-2024064,"De Leon, Joy",3,TUBOD,YAMAHA,MIO SPORTY,Scooter,70900.0,11700.0,59200.0,1,12,1.26,74592.0,6216.0,12,0,1.0,33400.0,0.186,BPO / Tech / Remote Specialist,Informal Settler / Mortgaged / Tenant,5.9,Single,0,Cash at Counter,PRIME_CONSISTENT,1,0,5,0,0,0.98,0.925,active,73100.16,0.0,73100.16,58016.0,1184.0,0.0,1752.32,0.0,LOW,0,0
ACC-2024065,"Salazar, Danilo",1,LALA,HONDA,ADV160,Adventure Scooter,165400.0,41300.0,124100.0,3,36,1.72,213452.0,5929.22,29,7,0.806,29500.0,0.201,Tricycle / Habal-Habal / Courier Driver,Owned (Clean Land Title),5.3,Married,1,Cash at Counter,PRIME_CONSISTENT,1,0,4,0,0,0.97,0.934,active,166788.96,0.0,166788.96,96970.33,27129.67,0.0,46663.03,0.0,LOW,0,0
ACC-2024066,"Castillo, Rowena",2,KAPATAGAN,YAMAHA,SNIPER 155,Sport Underbone,126900.0,22300.0,104600.0,1,12,1.26,131796.0,10983.0,3,9,0.25,76500.0,0.144,BPO / Tech / Remote Specialist,Living with Parents / Family Compound,5.8,Married,0,GCash / Maya,ADVANCE_PREPAYER,0,0,5,0,0,1.6666666666666665,1.0,active,54915.0,0.0,54915.0,43583.33,61016.67,0.0,76881.0,0.0,LOW,0,0
ACC-2024067,"Reyes, Arnel",2,KAPATAGAN,YAMAHA,MIO SPORTY,Scooter,70900.0,12400.0,58500.0,2,24,1.48,86580.0,3607.5,2,22,0.083,33500.0,0.108,Private Corporate / Bank / Office Staff,Owned (Clean Land Title),3.2,Single,1,Cash at Counter,PRIME_CONSISTENT,0,0,2,0,0,1.0,0.986,active,7215.0,0.0,7215.0,4875.0,53625.0,0.0,67567.5,11797.5,LOW,0,0
ACC-2024068,"Espino, Michael",3,TUBOD,HONDA,CLICK 160,Maxi-Scooter,132000.0,13700.0,118300.0,2,24,1.48,175084.0,7295.17,20,4,0.833,67900.0,0.107,BPO / Tech / Remote Specialist,Informal Settler / Mortgaged / Tenant,7.6,Married,1,Cash at Counter,PRIME_CONSISTENT,0,0,4,0,0,0.96,0.929,active,140067.26,0.0,140067.26,94640.04,23659.96,0.0,35016.74,0.0,LOW,0,0
ACC-2024069,"Dela Cruz, Alexander",3,TUBOD,HONDA,TMX125 ALPHA,Backbone/Utility,56400.0,8600.0,47800.0,1,12,1.26,60228.0,5019.0,9,3,0.75,40800.0,0.123,Private Corporate / Bank / Office Staff,Living with Parents / Family Compound,2.0,Head of Household,2,Cash at Counter,PRIME_CONSISTENT,1,0,4,0,0,0.98,0.938,active,44267.58,0.0,44267.58,35133.0,12667.0,0.0,15960.42,0.0,LOW,0,0
ACC-2024070,"Dela Cruz, Rommel",1,LALA,YAMAHA,MIO SPORTY,Scooter,72400.0,16800.0,55600.0,2,24,1.48,82288.0,3428.67,23,1,0.958,26900.0,0.127,Tricycle / Habal-Habal / Courier Driver,Living with Parents / Family Compound,4.9,Married,3,Bank Transfer,PRIME_CONSISTENT,0,0,4,0,0,0.99,0.828,active,78070.82,0.0,78070.82,52750.55,2849.45,0.0,4217.19,0.0,LOW,0,0
ACC-2024071,"Castillo, Jose",2,KAPATAGAN,HONDA,BEAT PREMIUM,Scooter,69400.0,16800.0,52600.0,3,36,1.72,90472.0,2513.11,4,32,0.111,39000.0,0.064,Private Corporate / Bank / Office Staff,Owned (Clean Land Title),3.1,Single,1,Cash at Counter,PRIME_CONSISTENT,1,0,1,1,0,0.97,0.868,active,9750.87,200.0,9550.87,5552.83,47047.17,0.0,59279.43,21641.7,LOW,0,0
ACC-2024072,"Ramos, Maricel",1,LALA,YAMAHA,AEROX 155,Sport Scooter,126900.0,21100.0,105800.0,3,36,1.72,181976.0,5054.89,19,17,0.528,57800.0,0.087,Private Corporate / Bank / Office Staff,Owned (Clean Land Title),5.2,Married,0,Cash at Counter,PRIME_CONSISTENT,0,0,13,0,0,1.0,0.967,active,96042.91,0.0,96042.91,55838.9,49961.1,0.0,73942.43,11990.66,LOW,0,0
ACC-2024073,"Magno, Joy",1,LALA,YAMAHA,NMAX 155,Maxi-Scooter,151900.0,27400.0,124500.0,2,24,1.48,184260.0,7677.5,24,0,1.0,33000.0,0.233,Agriculture / Rice / Coconut Farmer,Living with Parents / Family Compound,4.9,Single,2,Cash at Counter,SEASONAL_HARVEST,0,0,0,0,0,0.93,0.847,active,171361.8,0.0,171361.8,115785.0,8715.0,0.0,14989.8,0.0,LOW,0,0
ACC-2024074,"Valdez, Jose",3,TUBOD,KAWASAK,P24KK,Backbone/Tricycle,63500.0,17200.0,46300.0,2,24,1.48,68524.0,2855.17,13,11,0.542,29000.0,0.098,Tricycle / Habal-Habal / Courier Driver,Living with Parents / Family Compound,6.4,Married,2,Cash at Counter,PRIME_CONSISTENT,0,0,7,0,0,1.0,0.956,active,37117.21,0.0,37117.21,25079.2,21220.8,0.0,31406.78,0.0,LOW,0,0
ACC-2024075,"Retiza, Michael",1,LALA,SUZUKI,BURGMAN STREET 125,Maxi-Scooter,83400.0,18800.0,64600.0,3,36,1.72,111112.0,3086.44,12,24,0.333,41700.0,0.074,BPO / Tech / Remote Specialist,Owned (Clean Land Title),10.6,Married,2,Cash at Counter,ADVANCE_PREPAYER,0,0,10,0,0,1.1666666666666667,1.0,active,43210.16,0.0,43210.16,25122.19,39477.81,0.0,58427.16,9474.67,HIGH,0,1
ACC-2024076,"Mendoza, Marilou",1,LALA,YAMAHA,MIO SPORTY,Scooter,76900.0,15600.0,61300.0,2,24,1.48,90724.0,3780.17,11,13,0.458,22200.0,0.17,Retail Store / Security / Service Crew,Owned (Clean Land Title),3.9,Married,2,Cash at Counter,PRIME_CONSISTENT,0,0,6,0,0,1.0,0.967,active,41581.87,0.0,41581.87,28095.86,33204.14,0.0,41837.22,7304.91,HIGH,0,1
ACC-2024077,"De Leon, Angelica",2,KAPATAGAN,KAWASAK,P24KK,Backbone/Tricycle,65000.0,14000.0,51000.0,1,12,1.26,64260.0,5355.0,2,10,0.167,34100.0,0.157,Healthcare / Nurse / Medical Staff,Owned (Clean Land Title),3.6,Single,1,Cash at Counter,PRIME_CONSISTENT,2,0,5,1,0,0.96,0.856,active,10281.6,200.0,10081.6,8001.27,42998.73,0.0,54178.4,0.0,LOW,0,0
ACC-2024078,"Tolentino, Elena",3,TUBOD,SUZUKI,SMASH 115,Underbone,60900.0,8000.0,52900.0,2,24,1.48,78292.0,3262.17,21,3,0.875,27700.0,0.118,Agriculture / Rice / Coconut Farmer,Owned (Clean Land Title),4.2,Married,3,GCash / Maya,PRIME_CONSISTENT,0,0,4,0,0,0.99,0.902,active,67820.51,0.0,67820.51,45824.67,7075.33,0.0,10471.49,0.0,LOW,0,0
ACC-2024079,"Reyes, Mark",1,LALA,YAMAHA,NMAX 155,Maxi-Scooter,153400.0,28700.0,124700.0,2,24,1.48,184556.0,7689.83,11,13,0.458,59300.0,0.13,Micro-Business / Sari-Sari / Eatery Owner,Owned (Clean Land Title),16.2,Married,1,Field Agent Collector,PRIME_CONSISTENT,0,0,11,0,0,1.0,0.955,active,84588.13,0.0,84588.13,57154.14,67545.86,0.0,85107.78,14860.09,HIGH,0,1
ACC-2024080,"Bautista, Mark",2,KAPATAGAN,YAMAHA,MIO GEAR 125,Scooter,82400.0,14400.0,68000.0,3,36,1.72,116960.0,3248.89,26,10,0.722,37900.0,0.086,Agriculture / Rice / Coconut Farmer,Rented House / Apartment,3.9,Single,2,GCash / Maya,SEASONAL_HARVEST,0,0,0,1,0,0.89,0.824,active,75179.31,200.0,74979.31,43592.62,24407.38,0.0,41980.69,0.0,LOW,0,0
ACC-2024081,"Mercado, Kenneth",2,KAPATAGAN,SUZUKI,RAIDER 150 FI,Underbone,116900.0,29500.0,87400.0,2,24,1.48,129352.0,5389.67,17,7,0.708,23600.0,0.228,Agriculture / Rice / Coconut Farmer,Living with Parents / Family Compound,10.0,Married,2,GCash / Maya,PRIME_CONSISTENT,0,0,5,0,0,0.96,0.832,active,87959.41,0.0,87959.41,59432.03,27967.97,0.0,41392.6,0.0,LOW,0,0
ACC-2024082,"Torres, Cristina",2,KAPATAGAN,KAWASAK,P24KK,Backbone/Tricycle,60500.0,12600.0,47900.0,2,24,1.48,70892.0,2953.83,13,11,0.542,53400.0,0.055,Government / Public Teacher / Uniformed,Owned (Clean Land Title),22.4,Single,0,Cash at Counter,PRIME_CONSISTENT,2,1,5,1,0,0.98,0.881,active,37631.79,200.0,37431.79,25291.75,22608.25,0.0,33460.21,0.0,LOW,0,0
ACC-2024083,"Espino, Noel",2,KAPATAGAN,YAMAHA,AEROX 155,Sport Scooter,122400.0,20400.0,102000.0,2,24,1.48,150960.0,6290.0,19,5,0.792,25300.0,0.249,Retail Store / Security / Service Crew,Living with Parents / Family Compound,22.1,Married,4,Cash at Counter,PRIME_CONSISTENT,1,0,5,1,0,0.96,0.895,active,114729.6,200.0,114529.6,77384.86,24615.14,0.0,36430.41,0.0,LOW,0,0
ACC-2024084,"Perez, Danilo",1,LALA,HONDA,TMX125 ALPHA,Backbone/Utility,54900.0,11100.0,43800.0,2,24,1.48,64824.0,2701.0,24,0,1.0,37000.0,0.073,BPO / Tech / Remote Specialist,Living with Parents / Family Compound,5.1,Single,2,GCash / Maya,ADVANCE_PREPAYER,1,0,22,0,0,1.0,1.0,active,64824.0,0.0,64824.0,43800.0,0.0,0.0,0.0,0.0,HIGH,0,1
ACC-2024085,"Alcantara, Cristina",2,KAPATAGAN,YAMAHA,AEROX 155,Sport Scooter,128400.0,21500.0,106900.0,3,36,1.72,183868.0,5107.44,16,20,0.444,100700.0,0.051,OFW Remittance / Seafarer Family,Living with Parents / Family Compound,7.2,Single,1,GCash / Maya,PRIME_CONSISTENT,0,0,13,0,0,1.0,0.986,active,81719.04,0.0,81719.04,47511.07,59388.93,0.0,87895.62,14253.34,LOW,0,0
ACC-2024086,"Magno, Gemma",3,TUBOD,YAMAHA,AEROX 155,Sport Scooter,125400.0,23400.0,102000.0,2,24,1.48,150960.0,6290.0,5,19,0.208,48100.0,0.131,Healthcare / Nurse / Medical Staff,Living with Parents / Family Compound,3.3,Married,1,Bank Transfer,PRIME_CONSISTENT,1,0,3,0,0,0.96,0.906,active,30192.0,0.0,30192.0,20400.0,81600.0,0.0,102816.0,17952.0,LOW,0,0
ACC-2024087,"Castillo, Aileen",3,TUBOD,YAMAHA,AEROX 155,Sport Scooter,123900.0,16900.0,107000.0,2,24,1.48,158360.0,6598.33,2,22,0.083,49700.0,0.133,Healthcare / Nurse / Medical Staff,Living with Parents / Family Compound,1.9,Single,2,Cash at Counter,PRIME_CONSISTENT,0,0,4,0,0,0.98,0.836,active,12932.73,0.0,12932.73,8738.33,98261.67,0.0,123809.7,21617.57,LOW,0,0
ACC-2024088,"Fernandez, Eduardo",3,TUBOD,YAMAHA,AEROX 155,Sport Scooter,126900.0,27500.0,99400.0,3,36,1.72,170968.0,4749.11,12,24,0.333,48600.0,0.098,Private Corporate / Bank / Office Staff,Owned (Clean Land Title),7.7,Married,4,Bank Transfer,PRIME_CONSISTENT,0,0,5,0,0,1.0,1.0,active,56989.32,0.0,56989.32,33133.33,66266.67,0.0,98074.67,15904.0,HIGH,0,1
ACC-2024089,"Ramos, Marilou",1,LALA,KAWASAKI,P24KK (BARAKO II),Backbone/Tricycle,65500.0,6700.0,58800.0,2,24,1.48,87024.0,3626.0,6,18,0.25,72200.0,0.05,Government / Public Teacher / Uniformed,Informal Settler / Mortgaged / Tenant,6.7,Married,1,Bank Transfer,PRIME_CONSISTENT,0,0,4,0,0,1.0,0.984,active,21756.0,0.0,21756.0,14700.0,44100.0,0.0,55566.0,9702.0,LOW,0,0
ACC-2024090,"Abad, Rowena",3,TUBOD,HONDA,BEAT PREMIUM,Scooter,70900.0,14900.0,56000.0,2,24,1.48,82880.0,3453.33,13,11,0.542,25400.0,0.136,Private Corporate / Bank / Office Staff,Owned (Clean Land Title),4.3,Married,4,Field Agent Collector,PRIME_CONSISTENT,0,0,11,0,0,1.0,0.967,active,44893.29,0.0,44893.29,30333.3,25666.7,0.0,37986.72,0.0,LOW,0,0
ACC-2024091,"Retiza, Maricel",2,KAPATAGAN,SUZUKI,SMASH 115,Underbone,65400.0,6700.0,58700.0,2,24,1.48,86876.0,3619.83,4,20,0.167,24100.0,0.15,Tricycle / Habal-Habal / Courier Driver,Owned (Clean Land Title),3.1,Single,2,GCash / Maya,PRIME_CONSISTENT,0,0,4,0,0,1.0,0.977,active,14479.32,0.0,14479.32,9783.32,48916.68,0.0,61635.02,10761.67,LOW,0,0
ACC-2024092,"Mendoza, Jomar",2,KAPATAGAN,KAWASAK,P24KK,Backbone/Tricycle,63500.0,14900.0,48600.0,2,24,1.48,71928.0,2997.0,3,21,0.125,45900.0,0.065,Private Corporate / Bank / Office Staff,Living with Parents / Family Compound,5.6,Married,3,Cash at Counter,PRIME_CONSISTENT,1,0,3,0,0,1.0,0.967,active,8991.0,0.0,8991.0,6075.0,42525.0,0.0,53581.5,9355.5,LOW,0,0
ACC-2024093,"Magno, Bernadette",1,LALA,SUZUKI,SMASH 115,Underbone,59400.0,6600.0,52800.0,2,24,1.48,78144.0,3256.0,17,7,0.708,76400.0,0.043,OFW Remittance / Seafarer Family,Living with Parents / Family Compound,3.2,Married,2,Cash at Counter,ADVANCE_PREPAYER,0,0,20,0,0,1.2352941176470589,1.0,active,68376.0,0.0,68376.0,46200.0,6600.0,0.0,9768.0,0.0,LOW,0,0
ACC-2024094,"Valdez, Mark",3,TUBOD,YAMAHA,NMAX 155,Maxi-Scooter,151900.0,35000.0,116900.0,2,24,1.48,173012.0,7208.83,16,8,0.667,22900.0,0.315,Tricycle / Habal-Habal / Courier Driver,Living with Parents / Family Compound,6.7,Head of Household,4,Cash at Counter,PRIME_CONSISTENT,0,0,1,1,0,0.97,0.912,active,111881.04,200.0,111681.04,75460.16,41439.84,0.0,61330.96,0.0,LOW,0,0
ACC-2024095,"Tan, Eduardo",2,KAPATAGAN,YAMAHA,MIO GEAR 125,Scooter,80900.0,20800.0,60100.0,3,36,1.72,103372.0,2871.44,15,21,0.417,45500.0,0.063,Private Corporate / Bank / Office Staff,Living with Parents / Family Compound,9.2,Married,2,Cash at Counter,PRIME_CONSISTENT,0,0,13,0,0,1.0,0.968,active,43071.6,0.0,43071.6,25041.63,35058.37,0.0,51886.39,8414.01,LOW,0,0
ACC-2024096,"Tan, Ramil",2,KAPATAGAN,SUZUKI,RAIDER 150 FI,Underbone,121400.0,30100.0,91300.0,2,24,1.48,135124.0,5630.17,20,4,0.833,53800.0,0.105,Private Corporate / Bank / Office Staff,Owned (Clean Land Title),4.0,Married,0,Cash at Counter,PRIME_CONSISTENT,0,0,5,0,0,1.0,0.955,active,112603.4,0.0,112603.4,76083.38,15216.62,0.0,22520.6,0.0,LOW,0,0
ACC-2024097,"Santos, Fatima",2,KAPATAGAN,HONDA,TMX125 ALPHA,Backbone/Utility,60900.0,8500.0,52400.0,3,36,1.72,90128.0,2503.56,20,16,0.556,62900.0,0.04,Government / Public Teacher / Uniformed,Living with Parents / Family Compound,1.5,Married,2,Cash at Counter,PRIME_CONSISTENT,0,0,5,0,0,0.97,0.853,active,48569.06,0.0,48569.06,28237.83,24162.17,0.0,35760.01,5798.92,LOW,0,0
ACC-2024098,"Valdez, Christian",3,TUBOD,YAMAHA,MIO FAZZIO,Retro Scooter,96900.0,18300.0,78600.0,3,36,1.72,135192.0,3755.33,15,21,0.417,43400.0,0.087,Healthcare / Nurse / Medical Staff,Living with Parents / Family Compound,10.0,Married,3,Cash at Counter,PRIME_CONSISTENT,0,0,13,0,0,1.0,0.991,active,56329.95,0.0,56329.95,32749.97,45850.03,0.0,67858.04,11004.01,LOW,0,0
ACC-2024099,"Villanueva, Shirley",1,LALA,SUZUKI,RAIDER 150 FI,Underbone,121400.0,33300.0,88100.0,2,24,1.48,130388.0,5432.83,9,15,0.375,71500.0,0.076,Government / Public Teacher / Uniformed,Owned (Clean Land Title),2.2,Married,2,Bank Transfer,ADVANCE_PREPAYER,0,0,10,0,0,1.1111111111111112,1.0,active,54328.3,0.0,54328.3,36708.31,51391.69,0.0,64753.53,11306.17,LOW,0,0
ACC-2024100,"Abad, Jennifer",3,TUBOD,SUZUKI,RAIDER 150 FI,Underbone,118400.0,22100.0,96300.0,3,36,1.72,165636.0,4601.0,35,1,0.972,29400.0,0.156,Private Corporate / Bank / Office Staff,Informal Settler / Mortgaged / Tenant,2.8,Married,3,Bank Transfer,PRIME_CONSISTENT,0,0,3,1,0,0.96,0.882,active,154593.6,200.0,154393.6,89763.72,6536.28,0.0,11242.4,0.0,LOW,0,0
ACC-2024101,"Bautista, Kenneth",2,KAPATAGAN,HONDA,BEAT PREMIUM,Scooter,72400.0,11300.0,61100.0,1,12,1.26,76986.0,6415.5,9,3,0.75,25100.0,0.256,Skilled Tradesman / Welder / Carpenter,Living with Parents / Family Compound,8.7,Married,2,Cash at Counter,PRIME_CONSISTENT,0,0,9,0,0,1.0,0.986,active,57739.5,0.0,57739.5,45825.0,15275.0,0.0,19246.5,0.0,LOW,0,0
ACC-2024102,"Espino, Marilou",2,KAPATAGAN,HONDA,ADV160,Adventure Scooter,166900.0,21800.0,145100.0,2,24,1.48,214748.0,8947.83,1,23,0.042,44100.0,0.203,OFW Remittance / Seafarer Family,Rented House / Apartment,7.0,Single,4,Cash at Counter,PRIME_CONSISTENT,0,0,1,0,0,1.0,0.944,active,8947.83,0.0,8947.83,6045.83,139054.17,0.0,175208.25,30591.92,LOW,0,0
ACC-2024103,"Villanueva, Juan",1,LALA,YAMAHA,SNIPER 155,Sport Underbone,125400.0,21000.0,104400.0,2,24,1.48,154512.0,6438.0,10,14,0.417,24300.0,0.265,Micro-Business / Sari-Sari / Eatery Owner,Living with Parents / Family Compound,5.8,Married,2,GCash / Maya,PRIME_CONSISTENT,0,0,4,0,0,0.96,0.832,active,61804.8,0.0,61804.8,41760.0,62640.0,0.0,78926.4,13780.8,LOW,0,0
ACC-2024104,"Alcantara, Karen",3,TUBOD,HONDA,WAVE RSX,Underbone,64900.0,9600.0,55300.0,2,24,1.48,81844.0,3410.17,13,11,0.542,52500.0,0.065,Private Corporate / Bank / Office Staff,Owned (Clean Land Title),2.1,Single,3,GCash / Maya,PRIME_CONSISTENT,0,0,13,0,0,1.0,0.973,active,44332.21,0.0,44332.21,29954.2,25345.8,0.0,37511.78,0.0,LOW,0,0
ACC-2024105,"Santos, Juan",3,TUBOD,HONDA,ADV160,Adventure Scooter,163900.0,31100.0,132800.0,2,24,1.48,196544.0,8189.33,3,21,0.125,20200.0,0.405,Tricycle / Habal-Habal / Courier Driver,Living with Parents / Family Compound,6.3,Single,2,Bank Transfer,PRIME_CONSISTENT,0,0,5,0,0,0.96,0.922,active,23585.27,0.0,23585.27,15935.99,116864.01,0.0,147248.65,25710.08,LOW,1,0
ACC-2024106,"Alcantara, Jennifer",1,LALA,YAMAHA,MIO GEAR 125,Scooter,76400.0,11800.0,64600.0,2,24,1.48,95608.0,3983.67,24,0,1.0,39700.0,0.1,Micro-Business / Sari-Sari / Eatery Owner,Rented House / Apartment,9.6,Single,2,GCash / Maya,PRIME_CONSISTENT,0,0,3,0,0,0.95,0.848,active,90827.68,0.0,90827.68,61370.05,3229.95,0.0,5555.51,0.0,LOW,1,0
ACC-2024107,"Salazar, Karen",3,TUBOD,YAMAHA,MIO GEAR 125,Scooter,79400.0,8400.0,71000.0,2,24,1.48,105080.0,4378.33,3,21,0.125,24900.0,0.176,Retail Store / Security / Service Crew,Living with Parents / Family Compound,4.7,Single,3,Cash at Counter,PRIME_CONSISTENT,0,0,2,1,0,0.97,0.833,active,12740.94,200.0,12540.94,8473.61,62526.39,0.0,78783.25,13755.81,LOW,1,0
ACC-2024108,"Navarro, Michael",2,KAPATAGAN,HONDA,WAVE RSX,Underbone,61900.0,7700.0,54200.0,1,12,1.26,68292.0,5691.0,5,7,0.417,64800.0,0.088,OFW Remittance / Seafarer Family,Living with Parents / Family Compound,5.4,Married,1,Cash at Counter,PRIME_CONSISTENT,0,0,5,0,0,1.0,0.983,active,28455.0,0.0,28455.0,22583.33,31616.67,0.0,39837.0,0.0,LOW,0,0
ACC-2024109,"Macapagal, Dante",3,TUBOD,YAMAHA,SNIPER 155,Sport Underbone,122400.0,27300.0,95100.0,1,12,1.26,119826.0,9985.5,8,4,0.667,31900.0,0.313,Private Corporate / Bank / Office Staff,Owned (Clean Land Title),3.6,Single,1,Cash at Counter,PRIME_CONSISTENT,2,0,1,0,0,0.97,0.934,active,77487.48,0.0,77487.48,61498.0,33602.0,0.0,42338.52,0.0,LOW,0,0
ACC-2024110,"Salazar, Danilo",2,KAPATAGAN,YAMAHA,NMAX 155,Maxi-Scooter,151900.0,27000.0,124900.0,3,36,1.72,214828.0,5967.44,32,4,0.889,52500.0,0.114,Micro-Business / Sari-Sari / Eatery Owner,Living with Parents / Family Compound,3.3,Married,1,GCash / Maya,PRIME_CONSISTENT,0,0,11,0,0,1.0,0.96,active,190958.08,0.0,190958.08,111022.14,13877.86,0.0,23869.92,0.0,LOW,0,0
ACC-2024111,"Retiza, Fatima",2,KAPATAGAN,KAWASAK,CLICK 125I,Scooter,85000.0,11600.0,73400.0,3,36,1.72,126248.0,3506.89,32,4,0.889,69100.0,0.051,BPO / Tech / Remote Specialist,Rented House / Apartment,11.9,Married,3,Bank Transfer,PRIME_CONSISTENT,1,0,3,0,0,0.99,0.915,active,111098.28,0.0,111098.28,64592.02,8807.98,0.0,15149.73,0.0,LOW,1,0
ACC-2024112,"Salazar, Kenneth",3,TUBOD,YAMAHA,MIO GEAR 125,Scooter,82400.0,15800.0,66600.0,3,36,1.72,114552.0,3182.0,23,13,0.639,33900.0,0.094,Tricycle / Habal-Habal / Courier Driver,Living with Parents / Family Compound,10.4,Single,0,GCash / Maya,PRIME_CONSISTENT,1,0,2,0,0,0.98,0.897,active,71722.28,0.0,71722.28,41699.0,24901.0,0.0,36853.48,5976.24,LOW,0,0
ACC-2024113,"Lim, Maricel",2,KAPATAGAN,KAWASAK,CLICK 125I,Scooter,79000.0,9300.0,69700.0,2,24,1.48,103156.0,4298.17,1,23,0.042,23500.0,0.183,Tricycle / Habal-Habal / Courier Driver,Living with Parents / Family Compound,8.1,Single,2,GCash / Maya,PRIME_CONSISTENT,0,0,1,0,0,0.99,0.908,active,4255.19,0.0,4255.19,2875.13,66824.87,0.0,84199.34,14701.47,LOW,0,0
ACC-2024114,"Torres, Shirley",1,LALA,YAMAHA,SNIPER 155,Sport Underbone,125400.0,20400.0,105000.0,1,12,1.26,132300.0,11025.0,6,6,0.5,32000.0,0.345,Tricycle / Habal-Habal / Courier Driver,Living with Parents / Family Compound,4.9,Single,2,Field Agent Collector,PRIME_CONSISTENT,0,0,5,1,0,1.0,0.848,active,66150.0,200.0,65950.0,52341.27,52658.73,0.0,66350.0,0.0,LOW,0,0
ACC-2024115,"Fernandez, Christian",3,TUBOD,YAMAHA,MIO FAZZIO,Retro Scooter,95400.0,10000.0,85400.0,2,24,1.48,126392.0,5266.33,18,6,0.75,37100.0,0.142,BPO / Tech / Remote Specialist,Living with Parents / Family Compound,3.8,Single,0,GCash / Maya,PRIME_CONSISTENT,0,0,12,0,0,1.0,0.98,active,94793.94,0.0,94793.94,64049.96,21350.04,0.0,31598.06,0.0,LOW,0,0
ACC-2024116,"Espino, Angelica",3,TUBOD,KAWASAKI,ROUSER NS125,Sport Backbone,85000.0,14400.0,70600.0,2,24,1.48,104488.0,4353.67,11,13,0.458,60300.0,0.072,Government / Public Teacher / Uniformed,Owned (Clean Land Title),5.7,Head of Household,2,Bank Transfer,ADVANCE_PREPAYER,0,0,9,0,0,1.2727272727272727,1.0,active,60951.38,0.0,60951.38,41183.36,29416.64,0.0,37064.97,6471.66,HIGH,0,1
ACC-2024117,"Fernandez, Bernadette",3,TUBOD,KAWASAK,P24KK,Backbone/Tricycle,65000.0,11000.0,54000.0,2,24,1.48,79920.0,3330.0,6,18,0.25,61700.0,0.054,Micro-Business / Sari-Sari / Eatery Owner,Owned (Clean Land Title),5.8,Married,1,Field Agent Collector,PRIME_CONSISTENT,0,0,5,0,0,1.0,0.992,active,19980.0,0.0,19980.0,13500.0,40500.0,0.0,51030.0,8910.0,LOW,0,0
ACC-2024118,"Dela Cruz, Marilou",1,LALA,HONDA,BEAT PREMIUM,Scooter,73900.0,20200.0,53700.0,2,24,1.48,79476.0,3311.5,9,15,0.375,74200.0,0.045,OFW Remittance / Seafarer Family,Living with Parents / Family Compound,3.2,Married,3,Cash at Counter,ADVANCE_PREPAYER,0,0,11,0,0,1.3333333333333333,1.0,active,39738.0,0.0,39738.0,26850.0,26850.0,0.0,33831.0,5907.0,LOW,0,0
